formula,Unnamed: 0,atoms,a,b,c,alpha,beta,gamma,volume,atomic_density,mass_density,bandgap,bandgap_sigma
LaInS3,22,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [57, 57, 57, 57, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['La', 'La', 'La', 'La', 'In', 'In', 'In', 'In', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.902e-10, 0.0], [0.0, 0.0, 6.814e-10]], 'periodic': [True, True, True], 'positions': [[6.68150824e-10, 7.426499999999999e-10, 2.4530400000000022e-11], [2.97120824e-10, 7.426499999999999e-10, 3.161696e-10], [4.44939176e-10, 2.4755e-10, 3.6523040000000006e-10], [7.3909176e-11, 2.4755e-10, 6.568696e-10], [0.0, 4.951e-10, 3.407e-10], [0.0, 0.0, 3.407e-10], [3.7103e-10, 0.0, 0.0], [3.7103e-10, 4.951e-10, 0.0], [6.03740016e-10, 6.149142000000004e-11, 5.5983824e-10], [6.03740016e-10, 4.3360857999999995e-10, 5.5983824e-10], [2.3271001600000003e-10, 4.3360857999999995e-10, 4.6226176e-10], [5.093499840000001e-10, 9.287085799999999e-10, 2.1913824000000002e-10], [1.38319984e-10, 5.565914200000001e-10, 1.2156176e-10], [5.093499840000001e-10, 5.565914200000001e-10, 2.1913824000000002e-10], [2.3271001600000003e-10, 6.149142000000004e-11, 4.6226176e-10], [1.38319984e-10, 9.287085799999999e-10, 1.2156176e-10], [7.143811620000001e-10, 2.4755e-10, 2.4830216e-10], [3.43351162e-10, 2.4755e-10, 9.239784000000011e-11], [3.9870883800000003e-10, 7.426499999999999e-10, 5.8900216e-10], [2.7678838e-11, 7.426499999999999e-10, 4.3309784000000003e-10]], 'species': [57, 57, 57, 57, 49, 49, 49, 49, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.902,6.814,90.0,90.0,90.0,500.6844150968,0.0399453216376493,4.642072114502487,1.9629319906234741,0.15684062242507935
BaZrS3,23,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [56, 56, 56, 56, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ba', 'Ba', 'Ba', 'Ba', 'Zr', 'Zr', 'Zr', 'Zr', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.3207e-10, 0.0, 0.0], [0.0, 1.0420700000000001e-09, 0.0], [0.0, 0.0, 7.1407e-10]], 'periodic': [True, True, True], 'positions': [[7.05056617e-10, 2.6051750000000003e-10, 3.61390827e-10], [3.3902161700000003e-10, 2.6051750000000003e-10, 7.09714173e-10], [3.9304838300000006e-10, 7.815525e-10, 4.355826999999997e-12], [2.7013383000000004e-11, 7.815525e-10, 3.5267917299999997e-10], [0.0, 5.210350000000001e-10, 0.0], [0.0, 0.0, 0.0], [3.66035e-10, 0.0, 3.57035e-10], [3.66035e-10, 5.210350000000001e-10, 3.57035e-10], [5.688183900000001e-10, 5.49587718e-10, 1.97297541e-10], [5.688183900000001e-10, 1.0135172820000002e-09, 1.97297541e-10], [2.0278339000000003e-10, 1.0135172820000002e-09, 1.5973745900000002e-10], [5.2928661e-10, 4.924822820000001e-10, 5.54332541e-10], [1.6325161000000002e-10, 2.8552718e-11, 5.16772459e-10], [5.2928661e-10, 2.8552718e-11, 5.54332541e-10], [2.0278339000000003e-10, 5.49587718e-10, 1.5973745900000002e-10], [1.6325161000000002e-10, 4.924822820000001e-10, 5.16772459e-10], [7.29361341e-10, 2.6051750000000003e-10, 3.1133451999999977e-11], [3.6332634100000005e-10, 2.6051750000000003e-10, 3.2590154799999997e-10], [3.6874365900000004e-10, 7.815525e-10, 3.88168452e-10], [2.708659000000001e-12, 7.815525e-10, 6.82936548e-10]], 'species': [56, 56, 56, 56, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.3207,10.420700000000004,7.1407,90.0,90.0,90.0,544.741284791543,0.0367146764131406,3.95970296748741,1.9508739709854126,0.12959176301956177
YbCeS3,24,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [70, 70, 70, 70, 58, 58, 58, 58, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Yb', 'Yb', 'Yb', 'Yb', 'Ce', 'Ce', 'Ce', 'Ce', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.7207e-10, 0.0, 0.0], [0.0, 8.952000000000001e-10, 0.0], [0.0, 0.0, 7.1645e-10]], 'periodic': [True, True, True], 'positions': [[0.0, 4.4760000000000004e-10, 3.58225e-10], [0.0, 0.0, 3.58225e-10], [3.86035e-10, 0.0, 0.0], [3.86035e-10, 4.4760000000000004e-10, 3.977096429963467e-26], [6.95171828e-10, 2.2380000000000002e-10, 1.7696315000000123e-11], [3.09136828e-10, 2.2380000000000002e-10, 3.4052868499999994e-10], [4.6293317199999997e-10, 6.714000000000001e-10, 3.7592131500000015e-10], [7.6898172e-11, 6.714000000000001e-10, 6.987536849999999e-10], [6.23755353e-10, 5.210959200000001e-10, 5.817574000000001e-10], [6.23755353e-10, 8.217040799999999e-10, 5.817574000000001e-10], [2.377203530000001e-10, 8.217040799999999e-10, 4.929176e-10], [5.34349647e-10, 3.7410408e-10, 2.2353240000000004e-10], [1.4831464699999998e-10, 7.349592e-11, 1.3469259999999998e-10], [5.34349647e-10, 7.349592e-11, 2.2353240000000004e-10], [2.377203530000001e-10, 5.210959200000001e-10, 4.929176e-10], [1.4831464699999998e-10, 3.7410408e-10, 1.3469259999999998e-10], [7.046682890000001e-10, 6.714000000000001e-10, 2.2381898000000004e-10], [3.18633289e-10, 6.714000000000001e-10, 1.3440602e-10], [4.53436711e-10, 2.2380000000000002e-10, 5.8204398e-10], [6.7401711e-11, 2.2380000000000002e-10, 4.926310200000001e-10]], 'species': [70, 70, 70, 70, 58, 58, 58, 58, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.7207,8.952,7.1645,90.0,90.0,90.0,495.1794785028001,0.040389395902413,5.491072271441814,1.8964000940322876,0.10084839165210724
UEuS3,25,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'U', 'U', 'U', 'U', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.320600000000001e-10, 0.0, 0.0], [0.0, 1.00208e-09, 0.0], [0.0, 0.0, 6.6493e-10]], 'periodic': [True, True, True], 'positions': [[6.75764586e-10, 2.5052e-10, 3.5653546600000005e-10], [3.09734586e-10, 2.5052000000000013e-10, 6.40859534e-10], [4.22325414e-10, 7.515600000000001e-10, 2.4070466000000008e-11], [5.6295414000000004e-11, 7.515599999999998e-10, 3.08394534e-10], [0.0, 5.0104e-10, 0.0], [0.0, 0.0, 0.0], [3.6603000000000003e-10, 0.0, 3.32465e-10], [3.6603000000000003e-10, 5.0104e-10, 3.32465e-10], [5.91431274e-10, 5.7469288e-10, 2.1231214900000006e-10], [5.91431274e-10, 9.2842712e-10, 2.1231214900000006e-10], [2.2540127400000004e-10, 9.2842712e-10, 1.2015285099999991e-10], [5.066587259999999e-10, 4.2738711999999995e-10, 5.44777149e-10], [1.4062872599999996e-10, 7.365287999999998e-11, 4.5261785100000007e-10], [5.066587259999999e-10, 7.365287999999998e-11, 5.44777149e-10], [2.2540127400000004e-10, 5.7469288e-10, 1.2015285099999991e-10], [1.4062872599999996e-10, 4.2738711999999995e-10, 4.5261785100000007e-10], [6.92748378e-10, 7.515599999999999e-10, 5.609349480000001e-10], [3.2671837800000007e-10, 7.515599999999999e-10, 4.36460052e-10], [4.05341622e-10, 2.5052e-10, 2.28469948e-10], [3.931162199999999e-11, 2.5052e-10, 1.0399505200000002e-10]], 'species': [63, 63, 63, 63, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.320600000000001,10.0208,6.6493,90.0,90.0,90.0,487.7811346040643,0.0410019957336688,6.6204612037477,1.6777411699295044,0.1448434442281723
CaHfS3,26,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [20, 20, 20, 20, 72, 72, 72, 72, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ca', 'Ca', 'Ca', 'Ca', 'Hf', 'Hf', 'Hf', 'Hf', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.0207e-10, 0.0, 0.0], [0.0, 9.602e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.36356248e-10, 7.2015e-10, 2.338849100000003e-11], [2.85321248e-10, 7.2015e-10, 3.0235650899999995e-10], [4.16748752e-10, 2.4005e-10, 3.4913349100000004e-10], [6.5713752e-11, 2.4005e-10, 6.28101509e-10], [0.0, 4.801e-10, 3.25745e-10], [0.0, 0.0, 3.25745e-10], [3.51035e-10, 0.0, 0.0], [3.51035e-10, 4.801e-10, 0.0], [5.67061939e-10, 5.962842000000005e-11, 5.35980823e-10], [5.67061939e-10, 4.2047158e-10, 5.35980823e-10], [2.16026939e-10, 4.2047158e-10, 4.41254177e-10], [4.86043061e-10, 9.005715799999999e-10, 2.1023582300000001e-10], [1.3500806100000002e-10, 5.3972842e-10, 1.1550917700000001e-10], [4.86043061e-10, 5.3972842e-10, 2.1023582300000001e-10], [2.16026939e-10, 5.962842000000005e-11, 4.41254177e-10], [1.3500806100000002e-10, 9.005715799999999e-10, 1.1550917700000001e-10], [6.793931390000001e-10, 2.4005e-10, 2.439178559999999e-10], [3.28358139e-10, 2.4005e-10, 8.18271440000001e-11], [3.73711861e-10, 7.2015e-10, 5.696628559999999e-10], [2.2676861000000003e-11, 7.2015e-10, 4.0757214400000007e-10]], 'species': [20, 20, 20, 20, 72, 72, 72, 72, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.020700000000001,9.602,6.5149,90.0,90.0,90.0,439.1873992448601,0.0455386471342029,4.760393944354112,1.577062726020813,0.2422989159822464
SrUS3,27,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [38, 38, 38, 38, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Sr', 'Sr', 'Sr', 'Sr', 'U', 'U', 'U', 'U', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 1.04208e-09, 0.0], [0.0, 0.0, 6.6493e-10]], 'periodic': [True, True, True], 'positions': [[6.84995586e-10, 2.6052e-10, 3.49819673e-10], [3.139655860000001e-10, 2.6052e-10, 6.47575327e-10], [4.28094414e-10, 7.8156e-10, 1.735467300000001e-11], [5.7064413999999997e-11, 7.8156e-10, 3.15110327e-10], [0.0, 5.2104e-10, 0.0], [0.0, 0.0, 0.0], [3.7103e-10, 0.0, 3.32465e-10], [3.7103e-10, 5.2104e-10, 3.32465e-10], [5.958741799999999e-10, 5.8512792e-10, 2.1031735900000004e-10], [5.958741799999999e-10, 9.7799208e-10, 2.1031735900000004e-10], [2.2484417999999998e-10, 9.7799208e-10, 1.22147641e-10], [5.172158200000001e-10, 4.5695208e-10, 5.42782359e-10], [1.4618582000000003e-10, 6.408792e-11, 4.5461264100000007e-10], [5.172158200000001e-10, 6.408792e-11, 5.42782359e-10], [2.2484417999999998e-10, 5.8512792e-10, 1.22147641e-10], [1.4618582000000003e-10, 4.5695208e-10, 4.5461264100000007e-10], [7.022113780000001e-10, 7.8156e-10, 5.742335480000001e-10], [3.3118137800000005e-10, 7.8156e-10, 4.23161452e-10], [4.1087862199999997e-10, 2.6052e-10, 2.4176854800000005e-10], [3.9848622e-11, 2.6052e-10, 9.069645199999999e-11]], 'species': [38, 38, 38, 38, 92, 92, 92, 92, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,10.4208,6.6493,90.0,90.0,90.0,514.1809833800645,0.0388968099685956,5.449352007817806,1.9087822437286377,0.17098350822925568
BaUSe3,28,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [56, 56, 56, 56, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34], 'labels': ['Ba', 'Ba', 'Ba', 'Ba', 'U', 'U', 'U', 'U', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se'], 'lattice_vectors': [[7.4207e-10, 0.0, 0.0], [0.0, 1.10208e-09, 0.0], [0.0, 0.0, 7.1417e-10]], 'periodic': [True, True, True], 'positions': [[6.998462170000001e-10, 2.7552e-10, 3.68654554e-10], [3.28811217e-10, 2.7552e-10, 7.026004460000001e-10], [4.1325878299999995e-10, 8.2656e-10, 1.1569553999999956e-11], [4.2223783e-11, 8.2656e-10, 3.455154460000001e-10], [0.0, 5.5104e-10, 0.0], [0.0, 0.0, 0.0], [3.71035e-10, 0.0, 3.57085e-10], [3.71035e-10, 5.5104e-10, 3.57085e-10], [5.82005501e-10, 5.967763199999999e-10, 2.0375270099999994e-10], [5.82005501e-10, 1.05634368e-09, 2.0375270099999994e-10], [2.10970501e-10, 1.05634368e-09, 1.533322990000001e-10], [5.310994990000001e-10, 5.053036800000001e-10, 5.608377009999999e-10], [1.60064499e-10, 4.5736320000000004e-11, 5.104172990000001e-10], [5.310994990000001e-10, 4.5736320000000004e-11, 5.608377009999999e-10], [2.10970501e-10, 5.967763199999999e-10, 1.533322990000001e-10], [1.60064499e-10, 5.053036800000001e-10, 5.104172990000001e-10], [7.24482941e-10, 8.2656e-10, 6.59607412e-10], [3.53447941e-10, 8.2656e-10, 4.1164758800000005e-10], [3.886220590000001e-10, 2.7552e-10, 3.02522412e-10], [1.7587059e-11, 2.7552e-10, 5.456258800000001e-11]], 'species': [56, 56, 56, 56, 92, 92, 92, 92, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34, 34]}",7.4207,11.0208,7.1417,90.0,90.0,90.0,584.0628704843524,0.0342428889263485,6.962549405735765,1.7810745239257812,0.07328783720731735
CeCdS3,29,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [58, 58, 58, 58, 48, 48, 48, 48, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Ce', 'Ce', 'Ce', 'Ce', 'Cd', 'Cd', 'Cd', 'Cd', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.420200000000001e-10, 0.0, 0.0], [0.0, 9.052e-10, 0.0], [0.0, 0.0, 7.064000000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.68114808e-10, 6.789e-10, 2.5430400000000027e-11], [2.97104808e-10, 6.789e-10, 3.2776959999999997e-10], [4.4491519200000007e-10, 2.263e-10, 3.7863040000000004e-10], [7.3905192e-11, 2.263e-10, 6.809696e-10], [0.0, 4.526e-10, 3.5320000000000003e-10], [0.0, 0.0, 3.5320000000000003e-10], [3.7101000000000005e-10, 0.0, 0.0], [3.7101000000000005e-10, 4.526e-10, 0.0], [6.06749754e-10, 5.6212920000000037e-11, 5.811552800000001e-10], [6.06749754e-10, 3.9638708e-10, 5.811552800000001e-10], [2.35739754e-10, 3.9638708e-10, 4.7844472e-10], [5.06280246e-10, 8.489870799999999e-10, 2.2795528e-10], [1.35270246e-10, 5.0881292e-10, 1.2524472000000004e-10], [5.06280246e-10, 5.0881292e-10, 2.2795528e-10], [2.35739754e-10, 5.6212920000000037e-11, 4.7844472e-10], [1.35270246e-10, 8.489870799999999e-10, 1.2524472000000004e-10], [7.14342654e-10, 2.263e-10, 2.5741216e-10], [3.4333265400000004e-10, 2.263e-10, 9.578784000000012e-11], [3.98687346e-10, 6.789e-10, 6.1061216e-10], [2.7677346000000004e-11, 6.789e-10, 4.4898784000000006e-10]], 'species': [58, 58, 58, 58, 48, 48, 48, 48, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.420200000000002,9.052,7.064000000000002,90.0,90.0,90.0,474.4722824256002,0.0421520934747881,4.8817730909937485,2.2528841495513916,0.0906180739402771
DyScS3,30,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [66, 66, 66, 66, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Dy', 'Dy', 'Dy', 'Dy', 'Sc', 'Sc', 'Sc', 'Sc', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.026e-10, 0.0, 0.0], [0.0, 9.502e-10, 0.0], [0.0, 0.0, 6.3641e-10]], 'periodic': [True, True, True], 'positions': [[6.309348e-10, 7.1265e-10, 2.9083936999999977e-11], [2.796348e-10, 7.1265e-10, 2.8912106299999993e-10], [4.229652e-10, 2.3755e-10, 3.4728893699999995e-10], [7.16652e-11, 2.3755e-10, 6.073260630000001e-10], [0.0, 4.751e-10, 3.18205e-10], [0.0, 0.0, 3.18205e-10], [3.513e-10, 0.0, 0.0], [3.513e-10, 4.751e-10, 0.0], [5.743755e-10, 6.850942000000006e-11, 5.229380969999999e-10], [5.743755e-10, 4.0659057999999994e-10, 5.229380969999999e-10], [2.2307549999999998e-10, 4.0659057999999994e-10, 4.31676903e-10], [4.795245e-10, 8.816905800000001e-10, 2.04733097e-10], [1.2822449999999998e-10, 5.436094200000002e-10, 1.1347190299999999e-10], [4.795245e-10, 5.436094200000002e-10, 2.04733097e-10], [2.2307549999999998e-10, 6.850942000000006e-11, 4.31676903e-10], [1.2822449999999998e-10, 8.816905800000001e-10, 1.1347190299999999e-10], [6.6936702e-10, 2.3755e-10, 2.2554370400000005e-10], [3.1806702e-10, 2.375500000000001e-10, 9.266129599999997e-11], [3.8453298e-10, 7.126500000000002e-10, 5.43748704e-10], [3.323298e-11, 7.126499999999999e-10, 4.1086629599999993e-10]], 'species': [66, 66, 66, 66, 21, 21, 21, 21, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.026000000000002,9.502,6.3641,90.0,90.0,90.0,424.8740110331999,0.0470727780015643,4.7470467912407885,2.044102907180786,0.1652386486530304
EuHfS3,31,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 72, 72, 72, 72, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Hf', 'Hf', 'Hf', 'Hf', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.029200000000001e-10, 0.0, 0.0], [0.0, 9.602e-10, 0.0], [0.0, 0.0, 6.5149e-10]], 'periodic': [True, True, True], 'positions': [[6.511850880000001e-10, 7.2015e-10, 1.022839300000003e-11], [2.99725088e-10, 7.2015e-10, 3.1551660699999997e-10], [4.03194912e-10, 2.4005e-10, 3.3597339300000007e-10], [5.173491199999999e-11, 2.4005e-10, 6.412616069999999e-10], [0.0, 4.801e-10, 3.25745e-10], [0.0, 0.0, 3.25745e-10], [3.5146000000000005e-10, 0.0, 0.0], [3.5146000000000005e-10, 4.801e-10, 0.0], [5.677484840000001e-10, 4.733786000000012e-11, 5.2966137e-10], [5.677484840000001e-10, 4.3276214000000003e-10, 5.2966137e-10], [2.16288484e-10, 4.3276214000000003e-10, 4.4757363000000003e-10], [4.866315160000001e-10, 9.1286214e-10, 2.0391637000000002e-10], [1.35171516e-10, 5.274378600000001e-10, 1.2182863e-10], [4.866315160000001e-10, 5.274378600000001e-10, 2.0391637000000002e-10], [2.16288484e-10, 4.733786000000012e-11, 4.4757363000000003e-10], [1.35171516e-10, 9.1286214e-10, 1.2182863e-10], [6.907594840000001e-10, 2.4005e-10, 2.63462556e-10], [3.39299484e-10, 2.4005e-10, 6.228244400000008e-11], [3.6362051600000005e-10, 7.2015e-10, 5.89207556e-10], [1.2160516e-11, 7.2015e-10, 3.88027444e-10]], 'species': [63, 63, 63, 63, 72, 72, 72, 72, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.029200000000002,9.602,6.5149,90.0,90.0,90.0,439.7191258381601,0.0454835799145135,6.444726113427256,1.6787960529327393,0.09466272592544556
DyEuS3,32,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 66, 66, 66, 66, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Dy', 'Dy', 'Dy', 'Dy', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.4206e-10, 0.0, 0.0], [0.0, 9.922000000000002e-10, 0.0], [0.0, 0.0, 6.664100000000001e-10]], 'periodic': [True, True, True], 'positions': [[6.861086760000001e-10, 7.441500000000001e-10, 1.679353199999993e-11], [3.15078676e-10, 7.441500000000001e-10, 3.164114680000001e-10], [4.269813240000001e-10, 2.4805000000000004e-10, 3.49998532e-10], [5.5951324000000006e-11, 2.4805e-10, 6.496164680000002e-10], [0.0, 4.961000000000001e-10, 3.3320500000000004e-10], [0.0, 0.0, 3.3320500000000004e-10], [3.7103e-10, 0.0, 0.0], [3.7103e-10, 4.961000000000001e-10, 0.0], [5.995102740000001e-10, 7.153762000000005e-11, 5.41591407e-10], [5.995102740000001e-10, 4.2456238e-10, 5.41591407e-10], [2.28480274e-10, 4.2456238e-10, 4.580235930000001e-10], [5.13579726e-10, 9.206623800000002e-10, 2.0838640700000002e-10], [1.42549726e-10, 5.676376200000001e-10, 1.24818593e-10], [5.13579726e-10, 5.676376200000001e-10, 2.0838640700000002e-10], [2.28480274e-10, 7.153762000000005e-11, 4.580235930000001e-10], [1.42549726e-10, 9.206623800000002e-10, 1.24818593e-10], [7.06960562e-10, 2.4805000000000004e-10, 2.428398039999999e-10], [3.3593056200000005e-10, 2.4805000000000004e-10, 9.036519600000012e-11], [4.0612943800000007e-10, 7.441500000000001e-10, 5.76044804e-10], [3.509943800000001e-11, 7.441500000000001e-10, 4.235701960000001e-10]], 'species': [63, 63, 63, 63, 66, 66, 66, 66, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.4206,9.922000000000004,6.6641,90.0,90.0,90.0,490.6589782041206,0.0407615082744491,5.559179338770257,2.106016159057617,0.09061098098754883
EuZrS3,33,"{'m_def': 'nomad.datamodel.metainfo.system.Atoms', 'm_def_id': 'a173e6190ff167bcf2edc9717d0e7a451abfa436', 'atomic_numbers': [63, 63, 63, 63, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16], 'labels': ['Eu', 'Eu', 'Eu', 'Eu', 'Zr', 'Zr', 'Zr', 'Zr', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S'], 'lattice_vectors': [[7.22e-10, 0.0, 0.0], [0.0, 9.622e-10, 0.0], [0.0, 0.0, 6.5649e-10]], 'periodic': [True, True, True], 'positions': [[6.616408e-10, 7.2165e-10, 1.6871793000000036e-11], [3.006408e-10, 7.2165e-10, 3.113732069999999e-10], [4.2135920000000004e-10, 2.4055e-10, 3.4511679300000005e-10], [6.035919999999999e-11, 2.4055e-10, 6.39618207e-10], [0.0, 4.811e-10, 3.28245e-10], [0.0, 0.0, 3.28245e-10], [3.61e-10, 0.0, 0.0], [3.61e-10, 4.811e-10, 3.644251567180845e-26], [5.83015e-10, 5.975262000000005e-11, 5.40094323e-10], [5.83015e-10, 4.213473799999999e-10, 5.40094323e-10], [2.2201499999999998e-10, 4.213473799999999e-10, 4.44640677e-10], [4.99985e-10, 9.024473799999999e-10, 2.11849323e-10], [1.38985e-10, 5.408526200000001e-10, 1.1639567699999997e-10], [4.99985e-10, 5.408526200000001e-10, 2.11849323e-10], [2.2201499999999998e-10, 5.975262000000005e-11, 4.44640677e-10], [1.38985e-10, 9.024473799999999e-10, 1.1639567699999997e-10], [6.950694e-10, 2.4055e-10, 2.4578985599999995e-10], [3.3406940000000003e-10, 2.4055e-10, 8.245514399999996e-11], [3.879306e-10, 7.2165e-10, 5.74034856e-10], [2.6930599999999998e-11, 7.2165e-10, 4.1070014400000007e-10]], 'species': [63, 63, 63, 63, 40, 40, 40, 40, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]}",7.22,9.622,6.5649,90.0,90.0,90.0,456.06911751599966,0.0438530021697826,4.942748449153703,1.7037643194198608,0.08247487992048264
