reduced_formulas,descriptive_formulas,bandgap
Sb2Se3,Sb2Se3,1.06
Sb2Se3,Sb2Se3,1.4
Sb2Se3,Sb2Se3,1.1
Bi2S3,Bi2S3,1.0
Bi2S3,Bi2S3,1.0
Bi2S3,Bi2S3,1.0
Bi2S3,Bi2S3,1.25
Bi2S3,Bi2S3,1.25
Bi2S3,Bi2S3,1.25
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.45
Bi2S3,Bi2S3,0.72
Bi2Se3,Bi2Se3,0.67
Bi2Se3,Bi2Se3,0.175
Bi2Se3,Bi2Se3,0.175
Bi2Se3,Bi2Se3,0.2
Bi2Se3,Bi2Se3,0.2
Bi2Se3,Bi2Se3,0.2
Bi2Se3,Bi2Se3,0.35
Bi2Se3,Bi2Se3,0.35
Bi2Se3,Bi2Se3,0.35
Bi2Se3,Bi2Se3,0.115
Bi2Se3,Bi2Se3,0.115
Bi2Se3,Bi2Se3,0.17
Bi2Se3,Bi2Se3,0.17
Bi2Se3,Bi2Se3,0.16
Bi2Se3,Bi2Se3,0.16
Bi1Se1,BiSe,0.4
Bi1Se1,BiSe,0.4
Bi1Se1,BiSe,0.4
Bi1Se1,BiSe,0.4
P1Se1,PSe,2.5
Ta1Se2,TaSe2,2.3
Ta1Se2,TaSe2,0.0002
Ta1Se2,TaSe2,0.0004
P2Se3,P2Se3,2.4
P2Se5,P2Se5,2.2
Nb2Se3,Nb2Se3,0.07500000000000001
Se0.6Te0.4,Se0.6Te0.4,1.2
Se0.5Te0.5,Se0.5Te0.5,1.0
Se0.4Te0.6,Se0.4Te0.6,0.7
Se0.2Te0.8,Se0.2Te0.8,0.4
Te1Se3,TeSe3,1.87
Te1Se3,TeSe3,1.4
Cr3Se4,Cr3Se4,0.015
Cr3Se4,Cr3Se4,0.14
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.0
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.6
Mo1S2,MoS2,1.27
Mo1S2,MoS2,0.47
Mo1S2,MoS2,1.4
Mo1S2,MoS2,1.971
Mo1S2,MoS2,0.7
Mo1S2,MoS2,0.25
Mo1S2,MoS2,1.5
Mo1S2,MoS2,1.63
Mo1S2,MoS2,1.64
Mo1Se2,MoSe2,1.6
Mo1Se2,MoSe2,0.28
Mo1Se2,MoSe2,0.95
W1S2,WS2,1.1
W1S2,WS2,0.45
W1S2,WS2,2.1
W1S2,WS2,2.07
W1Se2,WSe2,1.78
W1Se2,WSe2,1.73
W1Se2,WSe2,0.17
W1Se2,WSe2,1.33
W1Se2,WSe2,1.35
W1Se2,WSe2,1.49
W1Se2,WSe2,1.45
W1Se2,WSe2,1.57
Tc1S2,TcS2,1.0
Tc1Se2,TcSe2,0.88
Re1S2,ReS2,1.33
Re1S2,ReS2,0.4
Re1S2,ReS2,1.0
Re1Se2,ReSe2,1.15
Mn1S1,MnS,3.5
Mn1S1,MnS,2.8
Mn1S1,MnS,3.2
Mn1S1,MnS,0.62
Mn1S1,MnS,3.0
Mn1S1,MnS,6.2
Mn1S1,MnS,6.0
Mn1Se1,MnSe,0.2
Mn1Se1,MnSe,1.8
Mn1Se1,MnSe,0.69
Mn1Se1,MnSe,2.5
Mn1Se1,MnSe,2.5
Mn1Se1,MnSe,2.5
Mn1Se1,MnSe,0.7
Mn1Se1,MnSe,0.48
Mn1Se2,MnSe2,0.15
Mn1Se2,MnSe2,0.15
Mn1Se2,MnSe2,0.15
Fe1S2,FeS2,1.25
Fe1S2,FeS2,1.2
Fe1S2,FeS2,0.02
Fe1S2,FeS2,0.4
Fe1S2,FeS2,0.92
Fe1S2,FeS2,0.95
Fe1S2,FeS2,0.95
Fe1S2,FeS2,0.92
Fe1S2,FeS2,0.8300000000000001
Fe1Se1,FeSe,0.14
Fe1Se2,FeSe2,0.7749999999999999
Fe1Se2,FeSe2,0.5
Fe1Se2,FeSe2,0.3
Fe1Se1,FeSe,0.2
Fe1Se1,FeSe,0.2
Cr2S3,Cr2S3,1.1
Cr2S3,Cr2S3,0.9
Ni1S2,NiS2,0.27
Ni1S2,NiS2,0.64
Ni1S2,NiS2,0.14
Ni1S2,NiS2,0.09
Ni1S2,NiS2,0.5
Pr2S3,Pr2S3,2.2
Pr2S3,Pr2S3,2.68
Pr2S3,Pr2S3,1.1
Pr2S3,Pr2S3,2.6
La2S3,La2S3,1.8
La2S3,La2S3,2.58
La2S3,La2S3,2.6
La2S3,La2S3,1.38
La2S3,La2S3,2.66
La2S3,La2S3,1.32
La2S3,La2S3,2.77
Sm2S3,Sm2S3,2.96
Sm2S3,Sm2S3,3.0
Sm2S3,Sm2S3,3.0
Dy2S3,Dy2S3,2.91
Dy2S3,Dy2S3,3.0
Dy2S3,Dy2S3,0.34
Ho2S3,Ho2S3,0.5
Y2S3,Y2S3,2.9
Ce3S4,Ce3S4,1.82
Ce3S4,Ce3S4,1.82
Yb1S1,YbS,0.17
Yb1S1,YbS,0.4
Yb1S1,YbS,0.4
Yb1S1,YbS,0.98
Yb1S1,YbS,1.1
Yb1S1,YbS,1.325
Yb1S1,YbS,0.33
Yb1S1,YbS,0.176
Sc2S3,Sc2S3,2.0
Sc2S3,Sc2S3,2.0
Sc2S3,Sc2S3,2.0
Yb2S3,Yb2S3,0.29
Eu1S1,EuS,2.1
Eu1S1,EuS,3.0
Eu1S1,EuS,1.96
Eu1S1,EuS,2.1
Eu1S1,EuS,2.3
Eu1S1,EuS,1.65
Eu3S4,Eu3S4,0.163
Eu3S4,Eu3S4,1.7
Sm1S1,SmS,0.24
Sm1S1,SmS,0.22
Sm1S1,SmS,0.22
Sm1S1,SmS,2.3
Sm1S1,SmS,0.06
Sm1S1,SmS,0.2
Sm1Se1,SmSe,0.46
Sm1Se1,SmSe,0.55
Sm1Se1,SmSe,1.4
Sm1Se1,SmSe,0.46
Gd2S3,Gd2S3,2.1
Gd2S3,Gd2S3,2.55
Nd1Se1,NdSe,0.016
Pr2Se3,Pr2Se3,1.9
Pr2Se3,Pr2Se3,1.8
Pr2Se3,Pr2Se3,1.9
Ce2S3,Ce2S3,2.0
Ce2S3,Ce2S3,1.12
Ce2S3,Ce2S3,2.0
Ce2Se3,Ce2Se3,2.0
Ce2Se3,Ce2Se3,1.62
Ce2Se3,Ce2Se3,1.75
Ce2Se3,Ce2Se3,1.62
Ce2Se3,Ce2Se3,2.0
La2Se3,La2Se3,1.97
La2Se3,La2Se3,1.7
La2Se3,La2Se3,1.65
Eu1Se1,EuSe,2.0
Eu1Se1,EuSe,1.61
Eu1Se1,EuSe,1.99
Eu1Se1,EuSe,1.8
Eu1Se1,EuSe,1.78
Eu1Se1,EuSe,3.1
Nd2S3,Nd2S3,1.006
Nd2S3,Nd2S3,2.65
Eu2Se3,Eu2Se3,1.02
Gd2Se3,Gd2Se3,2.2
Er2Se3,Er2Se3,0.19
Er2Se3,Er2Se3,1.66
Er1Se2,ErSe2,1.07
Er1Se2,ErSe2,0.48
Yb1Se1,YbSe,0.2
Yb1Se1,YbSe,1.5
Nd2Se3,Nd2Se3,2.3
Nd2Se3,Nd2Se3,1.75
Eu3Se4,Eu3Se4,0.58
Pu3S4,Pu3S4,0.5
Pu1S1,PuS,0.24
Rh0.67S2,Rh0.67S2,1.5
Rh0.67Se2,Rh0.67Se2,0.7
Ir0.67S2,Ir0.67S2,2.0
Ir0.67Se2,Ir0.67Se2,0.45
Ru1S2,RuS2,1.8
Ru1S2,RuS2,1.8
Ru1Se2,RuSe2,0.8
Os1S2,OsS2,2.0
Os1S2,OsS2,2.0
Pt1S2,PtS2,0.75
Pt1S2,PtS2,0.1
Pt1S2,PtS2,0.1
Pd1Se1,PdSe,0.2
Pd1Se1,PdSe,0.2
Pt1S1,PtS,0.8
Pt1S1,PtS,0.75
Pt1S1,PtS,0.8
Pt1S1,PtS,0.64
Pt1S1,PtS,0.38
Ir1Se2,IrSe2,0.9
Ir1Se2,IrSe2,0.9
Ir1Se2,IrSe2,1.0
Ir1Se2,IrSe2,1.0
Ir1Se2,IrSe2,1.0
Rh1Se2,RhSe2,0.6
Rh1Se2,RhSe2,0.6
Rh1Se2,RhSe2,0.6
Pd1S2,PdS2,0.75
Pd1S2,PdS2,0.75
Pd1Se2,PdSe2,0.4
Pd1Se2,PdSe2,0.4
Pt0.97S2,Pt0.97S2,0.95
Rh2S3,Rh2S3,0.8
Rh2S3,Rh2S3,0.8
Pd1S1,PdS,0.5
Pd1S1,PdS,0.5
Th2Se5,Th2Se5,0.37
Be1S1,BeS,4.17
Na2S1,Na2S,2.4
K2S1,K2S,2.1
Ti1S2,TiS2,1.24
Ti1S2,TiS2,1.95
Ti2S3,Ti2S3,0.3
Ti1Se2,TiSe2,0.69
Ti1Se2,TiSe2,1.55
Ni1S1,NiS,0.12
Ni1S1,NiS,0.01
As2S5,As2S5,2.62
As2S5,As2S5,2.01
As2S5,As2S5,2.21
As1Se1,AsSe,1.01
As1Se1,AsSe,1.42
Zr1S3,ZrS3,2.17
Zr1S3,ZrS3,2.28
Nb2S3,Nb2S3,0.12
Nb1Se2,NbSe2,1.4
Ag2S1,Ag2S,1.03
Ag2S1,Ag2S,0.87
Ag2S1,Ag2S,1.23
Sm2Se3,Sm2Se3,2.3
Sm2Se3,Sm2Se3,2.3
Ta1S2,TaS2,0.1
Re1S2,ReS2,1.1
Re1Se2,ReSe2,0.99
Ir1S2,IrS2,0.9
Pt1Se2,PtSe2,0.1
K2Cd3S4,K2Cd3S4,2.75
Rb2Cd3S4,Rb2Cd3S4,2.92
K2Cd3Se4,K2Cd3Se4,2.36
K2Cd3Se4,K2Cd3Se4,2.5
Rb2Cd3Se4,Rb2Cd3Se4,2.37
Cu1Al1S2,CuAlS2,3.5
Cu1Al1S2,CuAlS2,3.5
Cu1Al1S2,CuAlS2,2.5
Ag1Al1S2,AgAlS2,3.13
Ag1Al1S2,AgAlS2,3.13
Ag1Al1S2,AgAlS2,4.0
Ag1Al1S2,AgAlS2,3.13
Cu1Ga1S2,CuGaS2,2.53
Cu1Ga1S2,CuGaS2,2.44
Cu1Ga1S2,CuGaS2,2.44
Cu1Ga1S2,CuGaS2,2.44
Cu1Ga1S2,CuGaS2,2.38
Cu1Ga1S2,CuGaS2,2.38
Cu1Ga1S2,CuGaS2,2.95
Cu1Ga1S2,CuGaS2,2.95
Cu1Ga1S2,CuGaS2,2.4
Cu1Ga1S2,CuGaS2,2.42
Cu1Ga1S2,CuGaS2,2.5
Cu1Ga1S2,CuGaS2,2.38
Cu1Ga1S2,CuGaS2,2.4
Cu1Ga2Se4,CuGa2Se4,0.63
Ag1Ga1S2,AgGaS2,2.75
Ag1Ga1S2,AgGaS2,2.75
Ag1Ga1S2,AgGaS2,2.75
Ag1Ga1S2,AgGaS2,2.5599999999999996
Ag1Ga1S2,AgGaS2,2.5599999999999996
Ag1Ga1S2,AgGaS2,0.11
Ag1Ga1S2,AgGaS2,0.72
Ag1Ga1S2,AgGaS2,2.75
Ag1Ga1S2,AgGaS2,2.75
Ag1Ga1S2,AgGaS2,2.727
Ag1Ga1S2,AgGaS2,2.62
Ag1Ga1S2,AgGaS2,2.638
Ag1Ga1S2,AgGaS2,2.56
Ag1Ga1S2,AgGaS2,2.73
Ag1Ga1S2,AgGaS2,2.04
Ag1Ga1S2,AgGaS2,2.55
Cu1In1S2,CuInS2,1.524
Cu1In1S2,CuInS2,1.566
Cu1In1S2,CuInS2,1.538
Cu1In1S2,CuInS2,1.54
Cu1In1S2,CuInS2,1.55
Cu1In1S2,CuInS2,1.2
Cu1In1S2,CuInS2,1.2
Cu1In1S2,CuInS2,1.17
Cu1In1S2,CuInS2,1.17
Cu1In1S2,CuInS2,1.54
Cu1In1S2,CuInS2,1.5
Cu1In3S5,CuIn3S5,1.2
Cu1In3S5,CuIn3S5,1.2
Cu1In3S5,CuIn3S5,1.2
Ag1In1S2,AgInS2,1.9
Ag1In1S2,AgInS2,1.9
Ag1In1S2,AgInS2,1.88
Ag1In1S2,AgInS2,2.0
Ag1In1S2,AgInS2,2.0
Ag1In1S2,AgInS2,2.0
Ag1In1S2,AgInS2,1.9
Ag1In5S8,AgIn5S8,1.6
Ag1In5S8,AgIn5S8,1.76
Ag1In5S8,AgIn5S8,1.793
Ag1Al1Se2,AgAlSe2,3.13
Ag1Al1Se2,AgAlSe2,3.13
Ag1Al1Se2,AgAlSe2,0.7
Ag1Al1Se2,AgAlSe2,2.55
Cu1Ga1Se2,CuGaSe2,1.63
Cu1Ga1Se2,CuGaSe2,1.63
Cu1Ga1Se2,CuGaSe2,1.68
Cu1Ga1Se2,CuGaSe2,1.68
Cu1Ga1Se2,CuGaSe2,1.7
Cu1Ga1Se2,CuGaSe2,1.7
Cu1Ga1Se2,CuGaSe2,2.28
Cu1Ga1Se2,CuGaSe2,2.38
Cu1Ga1Se2,CuGaSe2,1.6
Cu1Ga1Se2,CuGaSe2,1.36
Cu1Ga1Se2,CuGaSe2,1.68
Cu1Ga1Se2,CuGaSe2,1.6
Cu1Ga1Se2,CuGaSe2,2.38
Cu1Ga1Se2,CuGaSe2,1.71
Ag1Ga1Se2,AgGaSe2,1.8
Ag1Ga1Se2,AgGaSe2,1.3
Ag1Ga1Se2,AgGaSe2,1.3
Ag1Ga1Se2,AgGaSe2,1.66
Ag1Ga1Se2,AgGaSe2,1.66
Ag1Ga1Se2,AgGaSe2,1.66
Ag1Ga1Se2,AgGaSe2,1.66
Ag1Ga1Se2,AgGaSe2,1.65
Ag1Ga1Se2,AgGaSe2,1.65
Ag1Ga1Se2,AgGaSe2,1.8
Ag1Ga1Se2,AgGaSe2,1.8
Ag1Ga1Se2,AgGaSe2,1.8
Ag1Ga1Se2,AgGaSe2,1.8
Ag1Ga1Se2,AgGaSe2,1.803
Ag1Ga1Se2,AgGaSe2,1.65
Ag1Ga1Se2,AgGaSe2,1.66
Ag1Ga1Se2,AgGaSe2,1.83
Cu1In1Se2,CuInSe2,0.95
Cu1In1Se2,CuInSe2,0.95
Cu1In1Se2,CuInSe2,0.92
Cu1In1Se2,CuInSe2,0.92
Cu1In1Se2,CuInSe2,0.96
Cu1In1Se2,CuInSe2,0.96
Cu1In1Se2,CuInSe2,0.88
Cu1In1Se2,CuInSe2,0.6
Cu1In1Se2,CuInSe2,0.952
Cu1In1Se2,CuInSe2,0.952
Cu1In1Se2,CuInSe2,0.8
Cu1In1Se2,CuInSe2,1.07
Cu1In1Se2,CuInSe2,0.95
Cu1In1Se2,CuInSe2,0.92
Cu1In1Se2,CuInSe2,1.01
Cu1In3Se5,CuIn3Se5,0.6
Cu1In3Se5,CuIn3Se5,0.6
Ag1In1Se2,AgInSe2,1.18
Ag1In1Se2,AgInSe2,1.24
Ag1In1Se2,AgInSe2,1.18
Ag1In1Se2,AgInSe2,1.15
Ag1In1Se2,AgInSe2,1.22
Ag1In1Se2,AgInSe2,1.2
Ag1In1Se2,AgInSe2,1.18
Ag1In1Se2,AgInSe2,1.04
Ag1In1Se2,AgInSe2,1.25
Ag1In1Se2,AgInSe2,1.18
Ag1In1Se2,AgInSe2,1.18
Cu1Al1Se2,CuAlSe2,2.7
Cu1Al1Se2,CuAlSe2,2.7
Cu1Al1Se2,CuAlSe2,2.5
Cu3Sm1S3,Cu3SmS3,1.82
Cu3Gd1S3,Cu3GdS3,1.62
Cu3Yb1S3,Cu3YbS3,1.56
Cu3Yb1S3,Cu3YbS3,1.56
Cu1Sm1Se2,CuSmSe2,1.5
Cu1Sm1Se2,CuSmSe2,1.5
Cu1Sm1Se2,CuSmSe2,1.5
Cu1Sm1Se2,CuSmSe2,1.5
Cu1Sm1Se2,CuSmSe2,2.1
Li1Ga1S2,LiGaS2,3.62
Li1Ga1S2,LiGaS2,4.15
Li1Ga1S2,LiGaS2,3.76
Li1Ga1S2,LiGaS2,4.15
Cs1Ga1Se2,CsGaSe2,3.16
Cs1Ga1Se2,CsGaSe2,2.38
Cs1Ga1Se2,CsGaSe2,2.5
Cs1Ga1Se2,CsGaSe2,2.36
Cs1Ga1Se2,CsGaSe2,2.54
Cs1Ga1Se2,CsGaSe2,2.0
Cs1Ga1Se2,CsGaSe2,3.5
Cs10Ga6Se14,Cs10Ga6Se14,3.25
Li1In1S2,LiInS2,3.57
Li1In1S2,LiInS2,3.56
Li1In1S2,LiInS2,3.0
Li1In1S2,LiInS2,3.59
Na1In1S2,NaInS2,1.9
K1In1S2,KInS2,3.0
Li1In1Se2,LiInSe2,2.86
Li1In1Se2,LiInSe2,1.39
Li1In1Se2,LiInSe2,1.91
Li1In1Se2,LiInSe2,1.836
Li1In1Se2,LiInSe2,2.0
Li1In1Se2,LiInSe2,2.83
Li1In1Se2,LiInSe2,2.83
Na1In1Se2,NaInSe2,2.8
K1In1Se2,KInSe2,2.68
Ag1Tl1Se2,AgTlSe2,0.72
Ag1Tl1Se2,AgTlSe2,0.72
Rb1Sb1Se2,RbSbSe2,1.62
Cs1Sb1Se2,CsSbSe2,1.7
Ag1As1Se2,AgAsSe2,0.9
Ag1As1Se2,AgAsSe2,0.9
Ag1As1Se2,AgAsSe2,0.9
Ag1As1Se2,AgAsSe2,1.4
Ag1As1Se2,AgAsSe2,1.4
Ag1As1Se2,AgAsSe2,1.4
Cu1Tl1Se2,CuTlSe2,1.07
Cu3Gd1Se3,Cu3GdSe3,0.14
Cu3Tb1Se3,Cu3TbSe3,0.16
Cu3Dy1Se3,Cu3DySe3,0.2
Cu3Y1Se3,Cu3YSe3,0.88
Cu3Ho1Se3,Cu3HoSe3,0.16
Cu3Yb1Se3,Cu3YbSe3,0.2
Cu3Sc1Se3,Cu3ScSe3,0.3
Rb1In5S6,RbIn5S6,2.5
Cu1In5S8,CuIn5S8,1.34
Cu0.5Ga1S2,Cu0.5GaS2,2.43
Cu0.5Ga1S2,Cu0.5GaS2,2.46
Cu0.4Ga1S2,Cu0.4GaS2,2.45
Cu0.4Ga1S2,Cu0.4GaS2,2.5
Cu0.35Ga1S2,Cu0.35GaS2,2.53
Cu0.35Ga1S2,Cu0.35GaS2,2.57
Cu0.3Ga1S2,Cu0.3GaS2,2.55
Cu0.3Ga1S2,Cu0.3GaS2,2.6
Cu0.2Ga1S2,Cu0.2GaS2,2.65
Cu0.2Ga1S2,Cu0.2GaS2,2.7
Cu0.1Ga1S2,Cu0.GaS2,2.6
Cu0.1Ga1S2,Cu0.GaS2,2.65
Cu0.05Ga1S2,Cu0.05GaS2,2.64
Cu0.05Ga1S2,Cu0.05GaS2,2.7
Cu0.99Ga1Se2,Cu0.99GaSe2,1.59
Cu0.9Ga1Se2,Cu0.9GaSe2,1.593
Cu0.8Ga1Se2,Cu0.8GaSe2,1.58
Cu0.5Ga1Se2,Cu0.5GaSe2,1.76
Cu0.35Ga1Se2,Cu0.35GaSe2,1.81
Cu0.2Ga1Se2,Cu0.2GaSe2,1.86
Cu0.15Ga1Se2,Cu0.15GaSe2,1.92
Cu0.05Ga1Se2,Cu0.05GaSe2,1.96
Cu0.01Ga1Se2,Cu0.01GaSe2,1.99
Cu0.99In1Se2,Cu0.99InSe2,1.08
Cu0.95In1Se2,Cu0.95InSe2,1.07
Cu0.9In1Se2,Cu0.9InSe2,1.06
Cu0.7In1Se2,Cu0.7InSe2,1.1
Cu0.5In1Se2,Cu0.5InSe2,1.24
Cu0.4In1Se2,Cu0.4InSe2,1.32
Cu0.35In1Se2,Cu0.35InSe2,1.19
Cu0.3In1Se2,Cu0.3InSe2,1.21
Cu0.2In1Se2,Cu0.2InSe2,1.26
Cu0.15In1Se2,Cu0.15InSe2,1.32
Cu0.1In1Se2,Cu0.InSe2,1.45
Cu0.01In1Se2,Cu0.01InSe2,1.45
Cu2Ge1S3,Cu2GeS3,0.53
Cu2Ge1S3,Cu2GeS3,0.53
Cu2Ge1S3,Cu2GeS3,0.3
Ag8Ge1S6,Ag8GeS6,1.18
Ag8Ge1S6,Ag8GeS6,1.18
Ag8Ge1S6,Ag8GeS6,1.18
Ag8Ge1S6,Ag8GeS6,1.18
Cu2Sn1S3,Cu2SnS3,0.16
Cu2Sn1S3,Cu2SnS3,0.16
Ag2Sn1S3,Ag2SnS3,0.5
Ag2Sn1S3,Ag2SnS3,0.5
Ag2Sn1S3,Ag2SnS3,0.5
Ag2Sn1S3,Ag2SnS3,0.5
Ag2Sn1S3,Ag2SnS3,0.7
Ag2Sn1S3,Ag2SnS3,0.9
Ag2Sn1S3,Ag2SnS3,1.26
Ag2Sn1S3,Ag2SnS3,1.37
Ag2Sn1S3,Ag2SnS3,1.43
Ag8Sn1Se6,Ag8SnSe6,0.71
Ag8Sn1Se6,Ag8SnSe6,0.71
Ag8Sn1Se6,Ag8SnSe6,0.71
Ag8Sn1Se6,Ag8SnSe6,0.71
Cu2Ge1Se3,Cu2GeSe3,0.25
Cu2Ge1Se3,Cu2GeSe3,0.25
Cu2Ge1Se3,Cu2GeSe3,1.1
Cu2Ge1Se3,Cu2GeSe3,1.1
Cu2Ge1Se3,Cu2GeSe3,0.85
Cu2Ge1Se3,Cu2GeSe3,0.85
Cu2Ge1Se3,Cu2GeSe3,0.6
Ag2Ge1Se3,Ag2GeSe3,0.9
Ag2Ge1Se3,Ag2GeSe3,0.9
Ag2Ge1Se3,Ag2GeSe3,0.91
Cu2Sn1Se3,Cu2SnSe3,0.83
Cu2Sn1Se3,Cu2SnSe3,0.83
Cu2Sn1Se3,Cu2SnSe3,0.5
Cu2Sn1Se3,Cu2SnSe3,0.5
Cu2Sn1Se3,Cu2SnSe3,0.22
Cu2Sn1Se3,Cu2SnSe3,0.7
Ag2Sn1Se3,Ag2SnSe3,0.81
Ag2Sn1Se3,Ag2SnSe3,0.81
Ag2Sn1Se3,Ag2SnSe3,0.84
Ag2Sn1Se3,Ag2SnSe3,0.7
Li1Sb1S2,LiSbS2,1.36
Li1Sb1S2,LiSbS2,1.36
Na1Sb1S2,NaSbS2,1.48
Na1Sb1S2,NaSbS2,1.48
Na1Sb1S2,NaSbS2,1.48
Na1Sb1S2,NaSbS2,1.8
K1Sb1S2,KSbS2,1.67
K1Sb1S2,KSbS2,1.67
K1Sb1S2,KSbS2,1.6
K1Sb1S2,KSbS2,1.8
Rb1Sb1S2,RbSbS2,1.96
Rb1Sb1S2,RbSbS2,1.96
Rb1Sb1S2,RbSbS2,2.1
Rb1Sb1S2,RbSbS2,2.13
Cs1Sb1S2,CsSbS2,2.8
Cs1Sb1S2,CsSbS2,2.5
Li1Bi1S2,LiBiS2,0.11
Li1Bi1S2,LiBiS2,0.11
Li1Bi1S2,LiBiS2,0.19
Li1Bi1S2,LiBiS2,0.18
Na1Bi1S2,NaBiS2,0.42
Na1Bi1S2,NaBiS2,0.42
Na1Bi1S2,NaBiS2,0.42
Na1Bi1S2,NaBiS2,0.44
Na1Bi1S2,NaBiS2,0.44
Na1Bi1S2,NaBiS2,0.44
Na1Bi1S2,NaBiS2,0.38
Na1Bi1S2,NaBiS2,0.4
K1Bi1S2,KBiS2,0.9
K1Bi1S2,KBiS2,0.9
K1Bi1S2,KBiS2,0.9
K1Bi1S2,KBiS2,0.92
K1Bi1S2,KBiS2,0.86
Rb1Bi1S2,RbBiS2,1.36
Rb1Bi1S2,RbBiS2,1.36
Rb1Bi1S2,RbBiS2,1.36
Rb1Bi1S2,RbBiS2,1.2
Rb1Bi1S2,RbBiS2,1.26
Cs1Bi1S2,CsBiS2,1.46
Cs1Bi1S2,CsBiS2,1.46
Cs1Bi1S2,CsBiS2,1.4
Cs1Bi1S2,CsBiS2,1.39
Li1As1Se2,LiAsSe2,1.1
Li1As1Se2,LiAsSe2,1.1
Li1As1Se2,LiAsSe2,1.5
Li1As1Se2,LiAsSe2,1.11
Li1As1Se2,LiAsSe2,1.1
Na1As1Se2,NaAsSe2,1.71
Na1As1Se2,NaAsSe2,1.75
Na1As1Se2,NaAsSe2,1.57
Na1As1Se2,NaAsSe2,1.57
Na1As1Se2,NaAsSe2,1.52
Na1As1Se2,NaAsSe2,1.46
Na1As1Se2,NaAsSe2,1.56
K1As1Se2,KAsSe2,1.63
K1As1Se2,KAsSe2,1.62
K1As1Se2,KAsSe2,0.91
K1As1Se2,KAsSe2,1.63
Rb1As1Se2,RbAsSe2,1.8
Rb1As1Se2,RbAsSe2,1.8
Rb1As1Se2,RbAsSe2,1.8
Rb1As1Se2,RbAsSe2,1.8
Rb1As1Se2,RbAsSe2,1.11
Rb1As1Se2,RbAsSe2,1.8
Cs1As1Se2,CsAsSe2,2.0
Cs1As1Se2,CsAsSe2,2.0
Cs1As1Se2,CsAsSe2,1.86
Cs1As1Se2,CsAsSe2,1.33
Cs1As1Se2,CsAsSe2,2.0
Li1Sb1Se2,LiSbSe2,0.68
Li1Sb1Se2,LiSbSe2,0.68
Na1Sb1Se2,NaSbSe2,1.36
Na1Sb1Se2,NaSbSe2,1.36
Na1Sb1Se2,NaSbSe2,1.36
Na1Sb1Se2,NaSbSe2,1.2
Na1Sb1Se2,NaSbSe2,1.2
Na1Sb1Se2,NaSbSe2,1.6
K1Sb1Se2,KSbSe2,1.65
K1Sb1Se2,KSbSe2,1.65
K1Sb1Se2,KSbSe2,1.14
K1Sb1Se2,KSbSe2,1.37
K1Sb1Se2,KSbSe2,1.72
K2Sb8Se3,K2Sb8Se3,1.31
Na1Bi1Se2,NaBiSe2,0.28
Na1Bi1Se2,NaBiSe2,0.28
Na1Bi1Se2,NaBiSe2,0.28
Na1Bi1Se2,NaBiSe2,0.35
Na1Bi1Se2,NaBiSe2,0.32
K1Bi1Se2,KBiSe2,0.61
K1Bi1Se2,KBiSe2,0.61
K1Bi1Se2,KBiSe2,0.61
K1Bi1Se2,KBiSe2,0.67
K1Bi1Se2,KBiSe2,0.7
Cs1Bi1Se2,CsBiSe2,1.07
Rb1Bi1Se2,RbBiSe2,0.72
Rb1Bi1Se2,RbBiSe2,0.72
Rb1Bi1Se2,RbBiSe2,0.72
Rb1Bi1Se2,RbBiSe2,0.92
Rb1Bi1Se2,RbBiSe2,0.9
Cu3As1S4,Cu3AsS4,1.48
Cu3As1S4,Cu3AsS4,1.48
Cu3As1S4,Cu3AsS4,1.24
Cu3As1S4,Cu3AsS4,1.24
Cu3Sb1S4,Cu3SbS4,1.0
Cu3Sb1S4,Cu3SbS4,0.8
Cu3Sb1S4,Cu3SbS4,0.75
Cu3Sb1S4,Cu3SbS4,0.75
Cu3Sb1S4,Cu3SbS4,0.75
Ag1As1S2,AgAsS2,2.14
Ag1As1S2,AgAsS2,2.14
Ag1As1S2,AgAsS2,2.14
Ag1As1S2,AgAsS2,2.203
Ag1As1S2,AgAsS2,2.203
Ag1As1S2,AgAsS2,2.203
Ag1As1S2,AgAsS2,2.26
Ag1As1S2,AgAsS2,2.26
Ag1As1S2,AgAsS2,2.26
Ag3As1Se3,Ag3AsSe3,2.1
Ag3As1Se3,Ag3AsSe3,2.067
Ag3As1Se3,Ag3AsSe3,2.235
Ag3As1Se3,Ag3AsSe3,2.235
Ag3As1Se3,Ag3AsSe3,2.177
Ag3As1Se3,Ag3AsSe3,1.98
Ag3As1Se3,Ag3AsSe3,2.2
Ag3As1Se3,Ag3AsSe3,1.86
Ag7As1S6,Ag7AsS6,1.0
Ag7As1S6,Ag7AsS6,1.0
Cu1Sb1S2,CuSbS2,0.75
Cu1Sb1S2,CuSbS2,0.75
Cu1Sb1S2,CuSbS2,0.245
Cu1Sb1S2,CuSbS2,1.4
Cu1Sb1S2,CuSbS2,1.38
Cu1Sb1Se2,CuSbSe2,1.05
Cu1Sb1Se2,CuSbSe2,0.435
Cu1Sb1Se2,CuSbSe2,0.435
Cu1Sb1Se2,CuSbSe2,0.435
Cu1Sb1Se2,CuSbSe2,0.875
